Opportunity;Name;Link;Criteria;Industrial segment;Segment tags;Stage;Geography;Funding Amount;Deadline;Quick info;CVR at application;CVR at programme start;KU support unit;KU faculty focus;KU contact email;KU contact hint;KU support page;Fund contact email
Research Grants;Plant2Food (NNF Open Innovation);https://projects.au.dk/plant2food;"Researchers at partner universities (AU, UCPH, DTU, WUR) + industry partners; patent-free open projects";Life Sciences, Food & Agriculture, Cleantech & Energy;Food, Agri, Sustainability, Biotech;Exploratory innovation;DK, International;"Project grants within platform (Type budgets typically DKK ~1–4M; platform up to DKK 200M)";"Open calls / rounds (see Plant2Food site; 2026 call published)";"NNF Open Innovation in Science platform accelerating plant-based foods via patent-free university–industry projects. Hosted at Aarhus University; UCPH is a partner. Results published openly. TRL: low (early-stage / pre-competitive research).";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (primary). Plant2Food Secretariat, Aarhus University.;;
Soft Funding;BII Early Innovators Grant;https://lighthouse.ku.dk/en/researchers/funding/bii-early-innovators-grant/;"At least one team member must be a current Bachelor, Master, or PhD student at UCPH, or have graduated from UCPH within the past two years; applicants must be (or become) active KU Lighthouse community members. Early-stage idea with a clear validation plan; company or finished product not required.";Life Sciences, Cleantech & Energy, Deep Tech, Quantum, Tech & AI;Health, Biotech, Cleantech, Sustainability, Deep Tech, Quantum Tech, Tech;Exploratory innovation;DK;Up to DKK 100,000;Twice yearly (next: 16 October 2026);"BioInnovation Institute grant administered by KU Lighthouse. Supports early exploration and validation (prototyping, user research, market assessment, evidence generation). Thematic scope: Human Health, Planetary Health, Societal Resilience, or Quantum (applicant domain need not match). Applications open twice yearly; next call opens 1 September 2026 with deadline 16 October 2026 at 23:59. Independent review panel; recommended applications go to BII for final approval. Selected teams receive onboarding and support through to a project showcase. Not intended for registered businesses with significant funding/traction or as top-up for primary research already funded above DKK 750,000.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Soft Funding;DSV Group Innovation Partnerships;https://dsv.com/;Logistics automation, sustainability in freight, supply chain digitalisation;Tech & AI, Cleantech & Energy;Tech, Robotics, AI, Cleantech;Growth/scale;DK;Project-specific (in-kind + cash);Rolling;In-kind access to DSV's global logistics infrastructure for pilot and partnership projects.;Yes;Yes;—;;;;;
Soft Funding;Dinero Iværksætterlegat;https://dinero.dk/ivaerksaetterlegat/;"DK company started within last 24 months; CVR required";General;General;Venture formation;DK;DKK 10K (5 grants/year);1 October (annual);Visma Dinero Iværksætterlegat: 5 × DKK 10,000 once yearly. Applicants must have started a company within the last 24 months and provide CVR plus ownership documentation. Dinero user not required. Max one A4 application page.;Yes;Yes;—;;;;;
Soft Funding;EIC Accelerator;https://eic.ec.europa.eu/eic-2026-work-programme_en;Single SME/startup, TRL 6–8;Life Sciences, Quantum, Chemistry, Physics & Materials, Deep Tech, Cleantech & Energy;Deep Tech, Health, Cleantech, Chemistry, Physics, Quantum Tech, Materials Science;Growth/scale;EU;Up to €2.5M grant + €1M–10M equity;6 batching dates/year (Jan, Mar, May, Jul, Sep, Nov);"EU blended finance for single SMEs at TRL 6–8: grant up to €2.5M plus optional equity. Grant-only support available once per company under Horizon Europe. Scale high-risk innovations; grant and/or equity for market deployment.";Yes;Yes;Lighthouse;;lighthouse@ku.dk;KU Lighthouse / EIC NCP;;
Soft Funding;EIC Pathfinder;https://eic.ec.europa.eu/eic-funding-opportunities/eic-pathfinder_en;Research consortia, TRL 1–4;Life Sciences, Quantum, Chemistry, Physics & Materials, Deep Tech, Cleantech & Energy;Deep Tech, Health, Cleantech, Chemistry, Physics, Quantum Tech, Materials Science;Exploratory innovation;EU;Up to €4M;2x/year (May, Oct);"EU programme for ambitious early-stage research consortia pursuing breakthrough science and technology (TRL 1–4). Pathfinder Open and Challenges calls; highly competitive. Total budget EUR 262M. Open call success rate ~2.1% (2025); historically 7–8% (2021–23); Challenges strand typically higher (~10%). Visionary deep-tech research toward radically new technologies.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;ERC Proof of Concept;https://erc.europa.eu/apply-grant/proof-concept;"Principal Investigators with an ongoing ERC main grant (Starting, Consolidator, Advanced, or Synergy), or a main grant that ended on/after 1 January 2025; proposal must draw substantially on that ERC research.";Life Sciences, Quantum, Chemistry, Physics & Materials, Deep Tech, Cleantech & Energy, Tech & AI;Deep Tech, Health, Cleantech, Chemistry, Physics, Quantum Tech, Materials Science, Tech;Exploratory innovation;EU;EUR 150,000 lump sum (18 months);2 cut-offs/year (17 Mar + 17 Sep 2026);"ERC bridge grant to explore commercial or societal innovation potential of ERC-funded frontier research (testing, validation, IPR/knowledge-transfer strategy, stakeholder engagement). Host institution in EU/Associated Country. One application per call; evaluated on excellence (innovation potential, approach, PI leadership). Grantees may later be eligible pathways toward EIC Transition.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;EIC Transition;https://eic.ec.europa.eu/eic-funding-opportunities/eic-transition_en;"Must build on eligible prior results (EIC Pathfinder, ERC PoC, Horizon Europe Pillar II RIA, or eligible research infrastructures). Single applicant may be SME/startup/spin-off, university, or research organisation; large companies only in a consortium (2-5 partners).";Life Sciences, Quantum, Chemistry, Physics & Materials, Deep Tech, Cleantech & Energy;Deep Tech, Health, Cleantech, Chemistry, Physics, Quantum Tech, Materials Science;Venture formation;EU;€0.5M – €2.5M;Annual (16 Sept 2026);"EU grant to validate technology in application-relevant settings and develop business/market readiness (typically TRL 3-4 toward 5-6). Universities and RTOs can apply as mono-beneficiary (no company/CVR required at application). Predecessor project must meet eligibility/TRL rules in the EIC Work Programme; technology + business maturation.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Soft Funding;EIFO Green Accelerator;https://eifo.dk/en/our-work/special-schemes/green-accelerator-grants-for-sustainable-export-projects;Danish companies / export alliances with mature green technologies ready for export maturation;Cleantech & Energy;Cleantech, Sustainability, Energy;Growth/scale;DK;"Up to ~EUR 300K / company (de minimis); high co-financing share of eligible costs";Periodic rounds (check EIFO);EIFO grant scheme to mature green export projects (consultancy, market studies, legal/ESG, travel, etc.). Targets proven/export-ready solutions (often described as TRL 9). Company size/export thresholds apply. TRL: 9 (market-ready export maturation).;Yes;Yes;Lighthouse;;lighthouse@ku.dk;"KU Lighthouse (for researcher–company cases); applicants are typically companies";;
Soft Funding;EUDP;https://eudp.dk;"DK-based; 3–5 participants; CVR number required";Chemistry, Physics & Materials, Cleantech & Energy;Energy, Cleantech, Chemistry, Materials Science;Growth/scale;DK;DKK 2M–15M;Biannual (March/September);"Danish Energy Agency programme for industry-led consortia developing and demonstrating green energy technology (typically TRL 4–8). Co-financing ~40–60%; typical project size DKK 2–15M. 2025 funding DKK 543M.";Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;Eureka;https://eurekanetwork.org;"EU/Nordic-based SMEs; cross-border R&D collaboration";Life Sciences, Chemistry, Physics & Materials, Tech & AI, Cleantech & Energy;Tech, Health, Cleantech, Chemistry, Physics;Venture formation;EU/Nordic;€100K–2M;Rolling;Pan-European network for cross-border R&D collaboration between SMEs. Danish partners can join international consortium projects with national funding through IFD/Eureka national bodies.;Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;Eurostars;https://www.eurekanetwork.org/programmes-and-calls/eurostars/;SME-led, international consortium;General, Life Sciences, Tech & AI, Cleantech & Energy;Tech, Health, Cleantech, General;Venture formation;EU;Up to €500K (Danish partner);2x/year (19 Mar + 10 Sep 2026);Success rate ~25–30%. IFD funds Danish participants up to EUR 500K if multiple Danish partners.;Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;GUDP;https://gudp.dk;DK-based green tech projects;Chemistry, Cleantech & Energy;Cleantech, Sustainability, Chemistry;Growth/scale;DK;DKK 100K–5M;2x/year;"Green Development and Demonstration Programme for food, agriculture, fisheries, and aquaculture. Supports development, demonstration, and network projects with typical grants DKK 250K–15M; ~50% co-financing.";Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (Frederiksberg / relevant faculty);;
Soft Funding;Global Innovation Network Programme (GINP);https://ufsn.dk/english/funding-calls-and-grants/research-and-innovation/global-innovation-network-programme/;Danish–international research/innovation networking (historical programme);General;General, Research;All stages;DK, International;Varies (networking grants);"Final GINP round was 2025; successor international programme via Innovation Fund Denmark (2026–2029 agreement)";"UFSN programme for international research/innovation networking. 2025 was the fourth and final GINP round; a new IFD-implemented international collaboration programme is planned. Keep for reference / successor watch.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;HeyFunding Legatet;https://heyfunding.dk;"DK-based startups; focus on social impact";Cleantech & Energy, Social Impact;Social Impact, Sustainability;Exploratory innovation;DK;DKK 50K–500K;Rolling;Grant from HeyFunding for early-stage Danish startups with social impact focus. Supports idea validation and early development. Incorporated entity typically needed to receive and deploy grant funds.;Any;Yes;—;;;;;
Soft Funding;Horizon Europe;https://ec.europa.eu/info/funding-tenders;EU-based collaborative R&D projects;Life Sciences, Quantum, Chemistry, Physics & Materials, Tech & AI, Cleantech & Energy;Tech, Health, Biotech, Cleantech, Sustainability, Chemistry, Physics, Quantum Tech, Materials Science;All stages;EU;€0.5M–10M+;Rolling (program-specific);"EU flagship R&D programme with rolling topic-specific calls. Danish SMEs and research institutions join collaborative consortia; national contact points and EUopSTART can support proposal preparation.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (clusters / collaborative projects);;
Soft Funding;IFD Grand Solutions;https://innovationsfonden.dk/en/p/grand-solutions;Consortia including companies & research institutions;General, Life Sciences, Tech & AI, Cleantech & Energy;Tech, Health, Biotech, Cleantech, Sustainability, General;All stages;DK;DKK 5M – 40M+ (co-financing rates vary);2-phase (Phase 1 ~Mar / Phase 2 ~Sep);"Main 2026 themes use a two-phase process (Phase 1 expression of interest around early March; Phase 2 full application for invited projects around early/mid September). Separate Defence technology call is one-phase with deadline 1 September 2026. Large consortia addressing major societal challenges. Co-financing: SMEs 35–75%, large companies 25–65%, research institutions up to 90% + overhead. UCPH applicants typically supported via faculty research offices (FRB+ for SCIENCE, Nørre Alle Campus office for SUND). TRL 3–8. Large collaborative high-risk solutions; up to 5 years; universities typically 90% funding rate.";Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (primary). Expect FRB+/Nørre routing by faculty for case handling.;;
Soft Funding;IFD Industrial Researcher (Industrial PhD/Postdoc);https://www.innovationsfonden.dk/en/p/industrial-researcher;"DK company with CVR employs candidate; university supervisor; company co-finances salary";General, Life Sciences, Tech & AI, Cleantech & Energy;Tech, Health, Biotech, Cleantech, General;Venture formation;DK;"Salary subsidy (company + university components; project-specific)";2x/year (spring, autumn);"IFD funds company–university research hires: Industrial PhD (3 years) or Industrial Postdoc (1–3 years). Company must apply and co-finance; candidate splits time between company and university. Common spin-out route to fund a research employee while retaining academic supervision.";Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO;;
Soft Funding;IFD Innobooster;https://innovationsfonden.dk/en/p/innobooster;"Danish SMEs with CVR number; must have raised DKK 100K or have DKK 250K gross profit";General;General;Venture formation;DK;DKK 200K – 5M (35% co-financing);4 windows/year (next closes 15 Oct 2026);"Four application windows in 2026 with short pauses between pools (not continuous year-round rolling). Submission date decides which pool you compete in; 2026 windows close 12 Mar, 13 May, 6 Aug, and 15 Oct (12:00). Extension of the Innofounder pathway for incorporated SMEs: co-financing for salaries, external knowledge, equipment, and materials (not rent, transport, or sales/marketing). Eligible costs: salaries, external knowledge providers, equipment, materials. Often used after Innofounder. TRL 4–7. Knowledge-based SME development; max 35% IFD co-financing; up to 24 months.";Yes;Yes;Lighthouse;;lighthouse@ku.dk;KU Lighthouse. Fund inbox: Innobooster@innofond.dk;;
Soft Funding;IFD Innoexplorer;https://innovationsfonden.dk/en/p/innoexplorer;"Employed at a public Danish research or education institution or hospital; conducts research as part of employment; pre-CVR";General;General;Exploratory innovation, Commercial validation;DK;DKK 500K – 1.5M;3 rounds/year (typically January, April, September);"Assessment: novelty/commercial potential, qualifications, feasibility. UCPH runs an EoI via Lighthouse panel before full application. TRL 3–5. Pre-commercial research-based maturation toward spin-out/start-up; up to 12 months.";No;No;Lighthouse;;KU-innoexplorer@adm.ku.dk;KU-innoexplorer@adm.ku.dk / KU Lighthouse;https://lighthouse.ku.dk/en/researchers/funding/innovation-fund-denmark-innoexplorer/;Innoexplorer@innofond.dk
Soft Funding;IFD Innofounder;https://innovationsfonden.dk/en/p/innofounder;"Higher-ed graduates, early startup; full-time commitment mandatory";General;General;Exploratory innovation, Venture formation;DK;DKK 430,000 total (DKK 27,500/month + DKK 100,000 development grant);2 rounds/year (Jan-Feb, Autumn);"Non-EU/EEA applicants need Start-up Denmark visa or 1+ year in Denmark. Grant is personal income for tax. CVR required before project start. TRL 1–3. Monthly founder stipend + DKK 100K development grant; 12 months full-time.";Any;Yes;Lighthouse;;lighthouse@ku.dk;KU Lighthouse. Fund inbox: innofounder@innofond.dk;;
Soft Funding;Industriens Fond;https://www.industriensfond.dk/;Projects creating positive change for Danish companies (open innovation / competitive calls vary);General, Tech & AI, Manufacturing & Industry;General, Tech, Industry;All stages;DK;Varies by call;Per call (see industriensfond.dk);Private industrial foundation funding original ideas that create change and positive effects for Danish companies. KU Lighthouse can advise on commercially focused applications.;Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Soft Funding;LEO Innovation Lab;https://leoinnovationlab.com/;Start-ups and academic spin-outs in dermatology, digital health, medical devices;Life Sciences;Health, Biotech, Digital Therapeutics;Venture formation;DK;DKK 500K–3M/year + in-kind contributions;Rolling;LEO Pharma's external innovation unit supporting digital health and dermatology startups with pilots, mentorship, and access to LEO Pharma labs and patient registries.;Yes;Yes;—;;;;;
Soft Funding;MUDP;https://mudp.dk;"DK-based; focus on environmental tech";Chemistry, Cleantech & Energy;Cleantech, Sustainability, Chemistry;Growth/scale;DK;DKK 100K–5M;Annual call;Ministry of Environment programme co-funding development, test, and demonstration of environmental technology (pre-projects, ETV, dev/demo, and flagship projects). Typical grants DKK 1–4M with ~50% co-financing. 2025 allocation DKK 135M.;Yes;Yes;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (Frederiksberg);;
Soft Funding;Mikrolegat;https://mikrolegat.ffefonden.dk/;Students in higher ed / recent graduates (3 months) or youth/vocational (Momentum);General;General;Exploratory innovation;DK;"Up to DKK 60K (higher ed); up to DKK 35K (Momentum)";"4x/year (15 Mar/May/Sep/Nov; Momentum 30 Mar/May/Sep/Nov)";"Fonden for Entreprenørskab micro-grants for student/pupil ideas. Higher-education Mikrolegat up to DKK 60K; Momentum Mikrolegat for youth/vocational students up to DKK 35K. 25% co-financing if CVR registered.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse / Fonden for Entreprenørskab channels;;
Soft Funding;Miljø- og Energi Fonden;https://mif.dk;DK-based environmental projects;Chemistry, Physics & Materials, Cleantech & Energy;Cleantech, Sustainability, Chemistry, Materials Science;Commercial validation;DK;DKK 100K–5M;Rolling (continuous applications);Private foundation funding Danish environmental and energy innovation projects with grants typically DKK 100K–5M for development and demonstration. Company CVR typically required for project implementation.;Any;Yes;—;;;;;
Soft Funding;NextGen Innovation (Odense Robotics);https://www.odenserobotics.dk/da/projects/nextgen-innovation/;SMEs with robotics/drone projects in partnership with a knowledge institution;Tech & AI;Tech, Robotics, Drones;Venture formation;DK;Up to DKK 350K total (max DKK 200K company + DKK 150K knowledge partner);"Per call (check Odense Robotics; Jun 2025 call closed)";Odense Robotics / Fyn erhvervsfyrtårn development pool for robot and drone innovation. Requires min. one SME + one knowledge institution. Support is 50% of SME labour costs (de minimis) and 100% for the knowledge partner. Focus areas: large-structure production, advanced drones, autonomous near-coast shipping. Confirm current call status before applying.;Yes;Yes;—;;;;;
Soft Funding;Nordic Innovation;https://nordicinnovation.org;Nordics-based cross-border innovation projects;Life Sciences, Chemistry, Tech & AI, Cleantech & Energy;Tech, Health, Cleantech, Sustainability, Chemistry;Venture formation;Nordics;€100K–1M;Rolling;Inter-Nordic organisation funding cross-border innovation projects between Nordic countries. Typical grants €100K–1M for collaborative SME/research partnerships.;Yes;Yes;—;;;;;
Soft Funding;Novo Nordisk External Research and Open Innovation;https://www.novonordisk.com/;Academic spin-outs and start-ups in obesity, diabetes, cardiovascular disease, etc.;Life Sciences;Health, Biotech, Cell Therapy;Exploratory innovation;DK;DKK 1M–20M (1–3 years);Rolling;Novo Nordisk's external innovation partnerships including option-to-licence deals on research collaborations. Deals may include upfront payments and milestones rather than traditional grant funding. Partnership deals usually require an incorporated entity.;Any;Yes;—;;;;;
Soft Funding;Otto Bruuns Fond – Industrielle projekter;https://ottobruunsfond.dk/;"Inventors, entrepreneurs and smaller companies developing hard-tech industrial inventions or products; realistic business plan preferred";Tech & AI, Chemistry, Manufacturing & Industry;Tech, Chemistry, Manufacturing, Engineering;Commercial validation;DK;"Typically DKK 20K–50K (grant; occasionally responsible capital)";4 rounds/year (1 Feb, 1 May, 1 Sep, 1 Nov);"Otto Bruuns Fond support for developing industrial inventions and physical products with emphasis on hard tech. Software-only projects rarely supported. Grants mainly cover materials, equipment and concrete development costs. Apply anytime via ottobruunsfond.dk; processed at next board meeting.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Soft Funding;Otto Bruuns Fond – Almennyttige projekter;https://ottobruunsfond.dk/;"Defined activities with general public benefit; typically smaller institutions, NGOs or associations; entrepreneur/inventor industrial development prioritised";General, Social Impact;General, Social Impact, Innovation;All stages;DK;Typically DKK 20K–50K;4 rounds/year (1 Feb, 1 May, 1 Sep, 1 Nov);"Otto Bruuns Fond grants for clearly defined projects with general societal benefit. Priority for initiatives that help entrepreneurs and inventors develop industrial inventions. Grant only (no equity). Apply anytime via ottobruunsfond.dk; processed at next board meeting.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Soft Funding;Otto Mønsteds Fond – Den Lyse Ide;https://omfonden.dk/ansoegning/;Students and educators at Danish higher-education institutions with an innovative idea;General, Tech & AI;General, Tech, Innovation;Exploratory innovation;DK;DKK 500K total across winners (typically 2 prizes + bronze sculptures);Annual (opens ~15 April);"Annual Otto Mønsteds Fond prize recognising innovative student/educator ideas with commercial potential for Danish trade and industry. Two winners (Early-stage and Late-stage) share DKK 500K plus bronze sculptures. Nomination via video pitch; winners announced at Digital Tech Summit. Apply 15 April – 15 August.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;omf@omfonden.dk
Student Entrepreneurship;Otto Mønsteds Fond – Studiemeriterende ophold;https://omfonden.dk/ansoegning/;"Engineering students (DTU, AAU, AU, SDU) or business students (CBS, AAU, AU, SDU, RUC); min. 3 months credit-bearing study/internship abroad; GPA ≥ 8";General, Tech & AI;General, Tech, Education;All stages;DK, International;Up to DKK 10,000;10 January – 1 March (annual);"Travel grant for merit-bearing study or internship abroad (min. 3 months). Requires pre-approved credit (min. 15 ECTS) and grade average of at least 8. Apply via Otto Mønsteds Fond online portal; decision typically in May. Not open to KU degree programmes under current fund rules.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (research mobility);;omf@omfonden.dk
Soft Funding;Otto Mønsteds Fond – Kongresdeltagelse;https://omfonden.dk/ansoegning/;"Students, PhD, postdoc or faculty on business/engineering programmes at DTU, CBS, AAU, AU, SDU or RUC; active presenter; congress with commercial/technical focus abroad";General, Tech & AI;General, Tech, Research;All stages;DK, International;Up to DKK 7,500 (matched to institutional contribution);Rolling (apply ≥31 days before travel);"Supplement for active participation (oral/poster) at international congresses with commercial or technical focus. Max. two grants per five-year period. Host institution must co-fund; fund matches up to DKK 7,500. No support for conferences in Denmark or virtual attendance. Apply via omfonden.dk at least 31 days before departure.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (conference travel);;omf@omfonden.dk
Soft Funding;Otto Mønsteds Fond – Forskningsophold;https://omfonden.dk/ansoegning/;"PhD, postdoc or faculty on business/engineering programmes at DTU, CBS, AAU, AU, SDU or RUC; min. 3 months abroad; unchanged employment";General, Tech & AI;General, Tech, Research;Exploratory innovation;DK, International;Up to DKK 5,000/month (matched to institutional contribution);Rolling (apply ≥2 months before travel);Monthly supplement for research stays abroad (minimum 3 months) while retaining Danish employment. Max. one stay per five-year period. Covers extra costs abroad only — not ordinary living expenses, family travel, or research materials. Institution must co-fund beyond salary. Apply via omfonden.dk at least 2 months before departure.;Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (research mobility);;omf@omfonden.dk
Research Grants;Otto Mønsteds Fond – Udenlandske gæsteprofessorater;https://omfonden.dk/ansoegning/;"Technical or business faculties at DTU, CBS, AAU, AU, SDU or RUC; institution nominates foreign visiting professors";General, Tech & AI;General, Tech, Research, Education;All stages;DK;"Up to DKK 75,000/month (3-month stays; DKK 10M pool in 2026)";15 February – 15 June (annual);"Institutional scheme to host foreign visiting professors at Danish technical and business faculties. Three-month stays (DKK 75K/month for salary or honorarium). Institution prioritises and nominates candidates; fund selects in autumn. 2026 call: apply Feb–Jun; decisions Oct. KU is not among eligible host universities under current rules.";Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (institutional nominations);;omf@omfonden.dk
Soft Funding;Otto Mønsteds Fond – Særlige formål;https://omfonden.dk/ansoegning/;"Non-profit projects strengthening Danish trade and industry; open to universities, associations and cross-institutional initiatives";General, Tech & AI;General, Tech, Innovation, Education;All stages;DK, International;"Varies (project-specific; often deficit guarantee for congresses)";Rolling (apply ≥4 months before project start);"Broad Otto Mønsteds Fond scheme for projects promoting Danish commerce and industry — e.g. international congresses at Danish universities, entrepreneurship events, student–industry bridges, cross-institutional teaching, and CBS–DTU-style collaborations. Does not fund basic research, product development, or core public-sector tasks. Apply via omfonden.dk; response typically 2–6 months.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse / Otto Mønsted portfolio;;omf@omfonden.dk
Soft Funding;Patent og Varemærkestyrelsen;https://dkpto.dk;"DK-based entities; must apply for patent or trademark";General;General;Venture formation;DK;Subsidies for patent costs;Rolling;Danish Patent and Trademark Office subsidies reducing patent and trademark application costs for Danish applicants. Apply when filing IP protection.;Yes;Yes;—;;;;;
Soft Funding;Plantefonden (Fonden for Plantebaserede Fødevarer);https://plantefonden.dk/hvad-stoetter-vi/tilskud-fra-plantefonden;Projects developing the Danish plant-based food sector (apply via Landbrugs- og Fiskeristyrelsen);Food & Agriculture, Cleantech & Energy;Food, Agri, Sustainability;All stages;DK;Varies per call;Annual (next window expected ~Feb 2027 after 2026 closed);Danish fund for plant-based food sector development. Application materials via LFST tilskudsguide. Contact Preaward RSO for SCIENCE/SUND faculty support. Confirm current call before applying.;Any;Any;Preaward;;Frederiksberg: forskningsfinansiering-frbplus@adm.ku.dk | Nørre: forskningsfinansiering-noerre@adm.ku.dk | Søndre: forskningsfinansiering-soendre@adm.ku.dk;Preaward RSO (Frederiksberg / relevant faculty);;
Soft Funding;Spin-outs Denmark;https://spinouts.dk/;Postdocs at any Danish university;General;General;Exploratory innovation, Commercial validation, Venture formation;DK;Up to DKK 600K + bench fee and overhead (1 year);Annual call;VILLUM-funded national programme for junior researchers commercialising university research. One-year translational postdoc package: funding up to DKK 600K plus bench fee and overhead, with business developer support, mentoring, and pitch training. Department endorsement, written application, and oral pitch required. Applicants apply as researchers, not as a company. TRL low–mid (pre-spin-out).;No;No;Lighthouse;;lighthouse@ku.dk;"KU Lighthouse / tech transfer; Spin-outs Denmark secretariat";;
Soft Funding;UCPH Proof of Concept Fund (POC MAX);https://lighthouse.ku.dk/en/researchers/funding/proof-of-concept-pool/;"UCPH employment required (researcher, postdoc, PhD on staff, or TA); larger commercial initiative";General, Life Sciences, Tech & AI, Cleantech & Energy;Tech, Health, Biotech, Cleantech, Sustainability, General;Commercial validation, Venture formation;DK;Up to DKK 500,000;Rolling, multiple/year;"UCPH proof-of-concept fund for researchers validating commercial potential of university discoveries. Duration 12–18 months; funds must be spent within the project period. Grant to UCPH researchers; no company CVR required. TRL 3–9. Up to DKK 500K / 18 months; commercial projects from approved patentable inventions.";No;No;Lighthouse;;POC@adm.ku.dk;POC@adm.ku.dk / KU Lighthouse;https://lighthouse.ku.dk/en/researchers/funding/proof-of-concept-pool/;
Soft Funding;UCPH Proof of Concept Fund (POC-TO-GO);https://lighthouse.ku.dk/en/researchers/funding/proof-of-concept-pool/;"UCPH employment required (researcher, postdoc, PhD on staff, or TA); commercial or societal potential";General, Life Sciences, Tech & AI, Cleantech & Energy;Tech, Health, Biotech, Cleantech, Sustainability, General;Exploratory innovation, Commercial validation;DK;Up to DKK 150,000;Rolling, multiple/year;"Supported activities: prototype development, IP assessment, market validation, feasibility studies. Grant to UCPH researchers/PhD students; no company CVR required. TRL 1–3. Up to DKK 150K / 6 months; commercial or non-commercial UCPH projects.";No;No;Lighthouse;;POC@adm.ku.dk;POC@adm.ku.dk / KU Lighthouse;https://lighthouse.ku.dk/en/researchers/funding/proof-of-concept-pool/;
Soft Funding;Velliv Foreningen;https://velliv.dk;DK-based health and well-being projects;Life Sciences, Social Impact;Health, Social Impact;Commercial validation;DK;DKK 50K–500K;Annual (varies);Annual grants from Velliv for Danish health, well-being, and social-impact projects. Supports piloting and early development of solutions that improve quality of life.;Any;Any;—;;;;;
